Graph Id,Source Function,Node Description,Node Id,Node BCI,head,Valid Control Split
48034,example_ftest67,46|If,46,40,B4,True
48034,example_ftest67,46|IntegerSwitch,20,9,B2,True
Summary:,True,,,,,
